,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,89887022.57443883,115248.0,779.9443163823998,1.0,6.6089161761348345,6.6089161761348345,1.984403875
