,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,142008280.34678784,138240.0,1027.258972416,0.9375,7.74060640625,7.74060640625,1.984403875
