,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,25399293.642945327,64512.0,393.7142491775999,0.984375,6.054525249787415,6.054525249787415,1.984403875
