,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,5215001.695381095,25088.0,207.8683711488,1.0,8.091376602359695,8.091376602359695,1.984403875
