,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,3806520.7212343295,20736.0,183.57063663359997,1.0,8.645264266854745,8.645264266854745,1.984403875
