,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,51985550.217628874,86016.0,604.3707010047999,0.875,7.8418070086628395,7.8418070086628395,1.984403875
