,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,15143806516.987741,1806336.0,8383.7151653888,1.0,4.532502170803217,4.532502170803217,1.984403875
