,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,12155347.122120295,39424.0,308.32353698559996,0.875,8.728467187137639,8.728467187137639,1.984403875
