,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,935.4898811328,84.0,11.1367842992,0.875,147.9696043154762,147.9696043154762,1.984403875
