,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,73926318.37551494,100352.0,736.6701049856,1.0,7.168809783561862,7.168809783561862,1.984403875
