,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,1363975.1485847423,10584.0,128.8714237136,1.0,11.890684024972836,11.890684024972836,1.984403875
