,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,10673972.328438623,34680.0,307.78466921679995,1.0,8.666982872895941,8.666982872895941,1.984403875
