,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,115.91362893599998,28.0,4.139772462,0.984375,146.67561160714286,146.67561160714286,1.984403875
