,EDP (uJ cycles),Cycles,Energy (uJ),Utilization,pJ/Algorithm-Compute,pJ/Actual-Compute,Area (mm2)
0,16855422.486282237,53760.0,313.530924224,0.875,6.50898263578869,6.50898263578869,1.984403875
